customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4795-['Q' 'K' 'Z' 'L' 'C'],Male,0,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,81.6,2366.4,No
4796-['F' 'K' 'M' 'K' 'H'],Female,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),94.85,4552.8,No
4797-['J' 'B' 'X' 'N' 'P'],Male,1,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.16,2163.04,No
4798-['Q' 'K' 'B' 'X' 'W'],Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.08,1070.8,No
4799-['E' 'P' 'P' 'Z' 'B'],Male,1,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.83,4595.76,No
4800-['P' 'Y' 'E' 'H' 'T'],Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.1,0.0,No
4801-['N' 'Y' 'J' 'W' 'B'],Female,1,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,20.72,1491.84,No
4802-['C' 'R' 'U' 'B' 'U'],Male,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.06,366.36,No
4803-['I' 'B' 'Y' 'G' 'G'],Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),47.93,623.09,No
4804-['N' 'E' 'H' 'W' 'V'],Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,21.58,1100.58,No
4805-['R' 'F' 'N' 'R' 'Q'],Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.79,322.74,No
4806-['I' 'M' 'P' 'U' 'J'],Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.52,621.12,No
4807-['J' 'D' 'L' 'H' 'O'],Female,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,109.03,2616.72,No
4808-['U' 'W' 'S' 'O' 'H'],Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.15,2208.35,No
4809-['H' 'S' 'I' 'X' 'Q'],Female,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,118.3,0.0,No
4810-['H' 'L' 'O' 'D' 'F'],Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),112.2,1570.8,Yes
4811-['P' 'Z' 'Y' 'E' 'W'],Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.32,1381.12,No
4812-['M' 'O' 'Q' 'Y' 'V'],Female,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.49,269.43,No
4813-['T' 'V' 'E' 'S' 'G'],Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.34,546.12,No
4814-['C' 'M' 'N' 'P' 'M'],Male,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.33,341.32,Yes
4815-['B' 'N' 'T' 'G' 'E'],Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,59.54,535.86,No
4816-['N' 'I' 'J' 'G' 'N'],Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),22.99,666.71,No
4817-['Y' 'N' 'Y' 'B' 'Q'],Female,0,No,No,49,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,109.97,5388.53,No
4818-['T' 'D' 'M' 'R' 'C'],Male,1,Yes,Yes,21,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,23.21,487.41,No
4819-['S' 'E' 'A' 'I' 'X'],Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.72,98.72,No
4820-['H' 'C' 'B' 'A' 'L'],Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.42,1982.34,No
4821-['V' 'M' 'J' 'Q' 'K'],Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.39,3315.06,No
4822-['E' 'Y' 'I' 'M' 'T'],Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.27,1396.32,No
4823-['W' 'K' 'W' 'D' 'U'],Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,67.33,1077.28,No
4824-['K' 'I' 'G' 'P' 'W'],Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),78.34,5640.48,No
4825-['Z' 'W' 'Y' 'E' 'F'],Female,0,No,Yes,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,77.09,1850.16,No
4826-['S' 'A' 'P' 'R' 'X'],Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,79.33,3093.87,No
4827-['M' 'A' 'J' 'G' 'E'],Female,1,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,119.1,2858.4,No
4828-['M' 'V' 'P' 'X' 'T'],Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),47.9,239.5,No
4829-['V' 'N' 'K' 'S' 'W'],Female,0,No,No,8,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),49.36,394.88,No
4830-['B' 'H' 'M' 'G' 'L'],Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),54.93,1428.18,Yes
4831-['H' 'P' 'R' 'S' 'D'],Male,0,No,Yes,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.04,1540.56,Yes
4832-['Y' 'L' 'P' 'U' 'V'],Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.46,893.52,No
4833-['Q' 'D' 'T' 'Z' 'X'],Female,0,No,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,112.67,0.0,Yes
4834-['X' 'Z' 'V' 'X' 'I'],Male,0,No,Yes,51,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),95.27,4858.77,No
4835-['E' 'Q' 'Q' 'B' 'B'],Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),43.63,2225.13,No
4836-['U' 'W' 'G' 'D' 'M'],Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.21,1066.94,No
4837-['T' 'K' 'Z' 'C' 'B'],Female,1,No,No,28,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),26.24,734.72,No
4838-['P' 'C' 'X' 'O' 'Q'],Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,74.99,299.96,Yes
4839-['P' 'T' 'G' 'P' 'E'],Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.47,599.52,No
4840-['B' 'A' 'V' 'M' 'P'],Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,779.35,No
4841-['E' 'C' 'O' 'P' 'K'],Female,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,76.79,1919.75,No
4842-['Y' 'S' 'R' 'U' 'I'],Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,37.62,564.3,No
4843-['H' 'V' 'S' 'V' 'E'],Male,1,No,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),94.74,1515.84,No
4844-['Q' 'E' 'N' 'G' 'I'],Male,0,No,No,8,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.89,535.12,No
4845-['Q' 'C' 'H' 'V' 'M'],Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,107.11,107.11,Yes
4846-['P' 'U' 'J' 'R' 'C'],Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.62,2927.58,No
4847-['L' 'P' 'R' 'Q' 'G'],Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),96.13,0.0,No
4848-['S' 'W' 'W' 'H' 'Q'],Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,20.48,143.36,Yes
4849-['U' 'Z' 'Y' 'G' 'A'],Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.35,1040.9,Yes
4850-['H' 'S' 'T' 'T' 'J'],Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),104.3,938.7,Yes
4851-['L' 'X' 'A' 'X' 'Y'],Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.76,1952.44,No
4852-['Y' 'U' 'D' 'D' 'I'],Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,75.72,1060.08,Yes
4853-['O' 'X' 'Z' 'O' 'Z'],Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,81.34,569.38,No
4854-['G' 'L' 'C' 'T' 'I'],Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,96.19,192.38,Yes
4855-['N' 'M' 'X' 'L' 'A'],Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),73.35,220.05,No
4856-['S' 'P' 'L' 'J' 'B'],Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.75,1496.25,No
4857-['R' 'M' 'X' 'F' 'L'],Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.38,3492.72,No
4858-['V' 'D' 'A' 'K' 'W'],Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),33.41,66.82,No
4859-['H' 'B' 'B' 'P' 'A'],Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),96.24,2598.48,No
4860-['D' 'F' 'U' 'T' 'N'],Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.51,2016.87,No
4861-['T' 'Z' 'O' 'G' 'G'],Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),108.18,757.26,No
4862-['R' 'W' 'B' 'T' 'O'],Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,57.28,1489.28,Yes
4863-['A' 'U' 'Q' 'T' 'Y'],Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,42.79,1155.33,No
4864-['M' 'L' 'X' 'V' 'O'],Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,48.9,1418.1,No
4865-['X' 'E' 'G' 'H' 'W'],Male,1,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),36.61,1940.33,No
4866-['N' 'D' 'U' 'N' 'J'],Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.74,764.88,Yes
4867-['V' 'P' 'K' 'V' 'Y'],Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.31,565.86,No
4868-['Z' 'N' 'N' 'B' 'V'],Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),85.34,1536.12,No
4869-['M' 'C' 'R' 'V' 'D'],Female,0,No,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),106.89,106.89,No
4870-['U' 'U' 'S' 'P' 'D'],Male,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,20.1,180.9,No
4871-['S' 'W' 'O' 'A' 'P'],Female,0,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.5,4870.5,No
4872-['O' 'P' 'V' 'T' 'A'],Male,1,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,80.07,1441.26,No
4873-['Q' 'E' 'E' 'Z' 'G'],Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),116.4,1513.2,No
4874-['M' 'L' 'D' 'Y' 'D'],Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),102.77,719.39,No
4875-['W' 'U' 'U' 'F' 'X'],Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.63,279.78,No
4876-['O' 'U' 'S' 'F' 'L'],Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,106.15,636.9,Yes
4877-['N' 'R' 'L' 'X' 'X'],Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,107.29,4506.18,No
4878-['O' 'S' 'H' 'I' 'E'],Female,0,No,Yes,72,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,102.12,7352.64,No
4879-['E' 'F' 'W' 'C' 'E'],Female,0,No,No,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,71.62,1289.16,Yes
4880-['A' 'K' 'Z' 'U' 'T'],Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.64,104.64,Yes
4881-['A' 'G' 'O' 'Q' 'H'],Female,1,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),50.16,1655.28,No
4882-['Z' 'B' 'Z' 'M' 'L'],Female,1,No,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,53.57,2678.5,Yes
4883-['E' 'M' 'F' 'Y' 'O'],Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,84.11,5383.04,No
4884-['W' 'V' 'U' 'V' 'K'],Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.79,478.17,No
4885-['D' 'A' 'O' 'L' 'I'],Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),84.41,1350.56,No
4886-['K' 'E' 'X' 'G' 'H'],Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.69,1165.87,No
4887-['A' 'Y' 'A' 'C' 'H'],Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.37,0.0,No
4888-['K' 'A' 'N' 'A' 'F'],Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.13,1503.25,No
4889-['U' 'F' 'C' 'J' 'L'],Female,0,No,No,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),94.36,2736.44,Yes
4890-['J' 'V' 'B' 'X' 'V'],Male,1,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.81,1374.3,No
4891-['M' 'P' 'M' 'D' 'D'],Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.58,980.02,Yes
4892-['K' 'W' 'N' 'C' 'S'],Male,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,36.92,1033.76,No
4893-['V' 'Y' 'A' 'E' 'Q'],Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,42.59,1022.16,Yes
4894-['A' 'S' 'S' 'D' 'S'],Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),29.02,58.04,No
4895-['F' 'O' 'D' 'X' 'A'],Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,80.93,4370.22,No
4896-['X' 'Q' 'K' 'Q' 'W'],Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.7,2385.1,No
4897-['A' 'I' 'N' 'O' 'X'],Male,0,Yes,No,31,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,46.96,1455.76,No
4898-['A' 'B' 'R' 'R' 'F'],Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.8,488.0,No
4899-['T' 'H' 'A' 'O' 'J'],Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),110.72,6643.2,No
4900-['D' 'J' 'K' 'E' 'I'],Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,27.27,436.32,Yes
4901-['E' 'K' 'C' 'D' 'J'],Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.35,738.45,No
4902-['G' 'A' 'F' 'H' 'Q'],Male,1,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.6,6955.2,No
4903-['X' 'G' 'A' 'I' 'K'],Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,43.57,2570.63,No
4904-['S' 'B' 'W' 'K' 'C'],Female,1,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,72.17,1732.08,No
4905-['Q' 'J' 'C' 'V' 'C'],Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.7,258.8,Yes
4906-['U' 'Y' 'G' 'B' 'A'],Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,74.62,5372.64,No
4907-['G' 'T' 'K' 'W' 'F'],Male,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),26.71, ,No
4908-['W' 'D' 'S' 'U' 'S'],Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,56.72,113.44,No
4909-['N' 'C' 'D' 'H' 'R'],Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.31,1166.34,Yes
4910-['D' 'K' 'P' 'C' 'G'],Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.83,775.77,No
4911-['B' 'A' 'Z' 'A' 'F'],Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,33.33,66.66,No
4912-['S' 'G' 'X' 'E' 'U'],Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.78,313.9,No
4913-['R' 'X' 'Z' 'M' 'A'],Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),114.25,2056.5,No
4914-['J' 'I' 'Q' 'A' 'A'],Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),114.74,8261.28,No
4915-['G' 'D' 'W' 'U' 'L'],Female,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,104.7,0.0,Yes
4916-['P' 'N' 'W' 'J' 'N'],Male,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.28,2568.24,No
4917-['G' 'D' 'B' 'X' 'R'],Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),88.76,4793.04,No
4918-['P' 'I' 'E' 'I' 'Y'],Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,116.13,5341.98,No
4919-['H' 'X' 'T' 'P' 'T'],Male,1,Yes,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),87.31,960.41,No
4920-['R' 'D' 'P' 'D' 'F'],Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.34,1285.44,No
4921-['C' 'R' 'O' 'H' 'R'],Male,1,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.96,359.52,Yes
4922-['X' 'W' 'C' 'F' 'V'],Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.32,6602.4,No
4923-['Z' 'U' 'X' 'O' 'L'],Female,1,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),96.29,1636.93,No
4924-['E' 'G' 'V' 'O' 'G'],Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,35.46,70.92,No
4925-['M' 'Y' 'C' 'Z' 'W'],Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.65,410.55,No
4926-['M' 'Z' 'C' 'B' 'W'],Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,75.92,1062.88,No
4927-['D' 'Q' 'F' 'K' 'F'],Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,43.27,3115.44,No
4928-['V' 'B' 'Q' 'C' 'L'],Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,118.25,2365.0,No
4929-['N' 'B' 'V' 'V' 'E'],Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.0,980.0,No
4930-['J' 'J' 'U' 'I' 'U'],Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.42,232.84,No
4931-['M' 'J' 'F' 'K' 'D'],Male,0,Yes,No,50,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,34.86,1743.0,No
4932-['Z' 'N' 'Q' 'T' 'B'],Male,0,Yes,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.49,1232.82,No
4933-['J' 'C' 'G' 'G' 'A'],Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),118.69,7121.4,No
4934-['H' 'W' 'A' 'H' 'N'],Male,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,37.9,530.6,Yes
4935-['N' 'B' 'H' 'S' 'J'],Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,93.23,2517.21,No
4936-['G' 'M' 'V' 'U' 'O'],Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.05,1050.75,Yes
4937-['K' 'Z' 'N' 'K' 'B'],Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),61.05,183.15,No
4938-['B' 'L' 'O' 'Q' 'N'],Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.49,423.43,No
4939-['Y' 'P' 'H' 'X' 'Q'],Female,1,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.87,74.87,Yes
4940-['E' 'L' 'F' 'R' 'Z'],Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.22,1250.86,Yes
